Species,CommonName,ReviewID,MetaSiteID,Duplicate,Publication.Year,Radius,Sampling,Sampling Technique,Activities,Sat F,Sat M,Sat U,Sat A,Sat AB,Sat AI,Sat I,Sat J,Sat Sub,Sat Unk,F,M,U,A,AB,AI,I,J,SUB,UNK,Basin,Long,Lat,N. Pub
CHMY,Green,8HCQSW7J_Hart_etal_2013_Chmy,AO,TRUE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,5,,,5,,,,,,,ATL,-82,24.5,1
CHMY,Green,8HCQSW7J_Hart_etal_2013_Chmy,AO,TRUE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,3,,,3,,,,,,,ATL,-82.8,24.6,1
CHMY,Green,8HCQSW7J_Hart_etal_2013_Chmy,CF,FALSE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,-81.4,25.2,1
CHMY,Green,8HCQSW7J_Hart_etal_2013_Chmy,CF,FALSE,2013,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,-80.25,25.25,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,AK,TRUE,2015,1,Argos,Satellite Telemetry,NES,22,,,,22,,,,,,22,,,,22,,,,,,ATL,33.78,35.5,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,AP,FALSE,2015,1,Argos,Satellite Telemetry,NES,8,,,,8,,,,,,8,,,,8,,,,,,ATL,35.7,36.7,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,AQ,TRUE,2015,1,Argos,Satellite Telemetry,NES,3,,,,3,,,,,,3,,,,3,,,,,,ATL,34.7,32.1,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,AR,FALSE,2015,1,Argos,Satellite Telemetry,NES,1,,,,1,,,,,,1,,,,1,,,,,,ATL,35.7,35.5,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CL,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,ATL,30.98,36.55,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CL,TRUE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,32.84,34.63,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CL,TRUE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,34.3,36.6,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CL,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,35.81,34.45,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CR,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,8,,,8,,,,,,,ATL,23.13,32.62,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CR,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,25.24,31.75,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,CR,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,7,,,7,,,,,,,ATL,18.95,31.49,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,DD,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,33.21,31.17,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,DH,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,11.5,33.1,1
CHMY,Green,8HTTVJJE_Stokes_etal_2015_Chmy,DU,FALSE,2015,1,Argos,Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,29.12,30.91,1
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,AS,TRUE,2016,1,Argos,Satellite Telemetry,NES,26,,,,26,,,,,,17,,,,17,,,,,,ATL,-53.9,5.7,1
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,AS,TRUE,2016,1,Argos,Satellite Telemetry,NES,,,,,,,,,,,8,,,,8,,,,,,ATL,-53.984,5.779,1
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,AS,FALSE,2016,1,PIT,Mark-Recapture,NES,,,,,,,,,,,1144,,,,1144,,,,,,ATL,-53.9,5.7,1
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,AS,TRUE,2016,1,Argos,Satellite Telemetry,OBS,,,,,,,,,,,4,,,,,4,,,,,ATL,-53.95,5.78,1
CHMY,Green,8NMU98K8_Chambault_etal_2016_Chmy,CT,FALSE,2016,5,Argos,Satellite Telemetry,OBS,,,,,,,,,,,9,,,,,9,,,,,ATL,-53.95,5.78,1
CHMY,Green,8PQMCK7V_Shimada_etal_2021_Chmy,AT,FALSE,2021,1,SATELLITE TAG (GPS),Satellite Telemetry,BRE,30,,,,30,,,,,,20,,,,7,13,,,,,IND,36.485,25.618,1
CHMY,Green,8PQMCK7V_Shimada_etal_2021_Chmy,AU,FALSE,2021,1,SATELLITE TAG (GPS),Satellite Telemetry,BRE,,,,,,,,,,,10,,,,3,7,,,,,IND,37.616,24.241,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,AV,FALSE,2005,1,BANDING,Mark-Recapture,NES,,,,,,,,,,,46983,,,,46983,,,,,,ATL,-83.2,10.2,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,AV,TRUE,2005,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,10,,,,10,,,,,,,,,,,,,,,,ATL,-83.2,10.2,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,AV,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,354,,,,354,,,,,,ATL,-83.17,10.17,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,AV,TRUE,2005,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,8,,,,,8,,,,,ATL,-83.2,10.2,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,BT,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-62.75,17.39,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CF,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-82.8,24.5,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CG,FALSE,2005,5,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,3,,,3,,,,,,,ATL,-83.5,10.5,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CG,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,3833,,,,3833,,,,,,ATL,-83.33,13.78,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CG,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,138,,,,138,,,,,,ATL,-79.37,9.62,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CG,FALSE,2005,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,7,,,7,,,,,,,ATL,-82.45,14,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CG,FALSE,2005,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,ATL,-82.5,14.5,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CH,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-37.68,-4.22,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CI,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,104,,,,104,,,,,,ATL,-79.3,21.3,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CI,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-77.4,17.7,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CJ,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,45,,,,45,,,,,,ATL,-85.5,15.91,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CJ,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,32,,,,32,,,,,,ATL,-88.1,17.35,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CJ,TRUE,2005,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,,1,,,,,,ATL,-88.1,17.35,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CJ,FALSE,2005,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,,1,,,,,,ATL,-83.3,16,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CJ,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,4,,,,4,,,,,,ATL,-88.61,15.82,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CQ,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,38,,,,38,,,,,,ATL,-87.1,21.8,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CT,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-57.9,6.79,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CV,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,7,,,,7,,,,,,ATL,-70,18.1,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CV,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-66.4,18.5,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,CY,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,73,,,,73,,,,,,ATL,-75.6,10.5,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,DI,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-61.08,13.84,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,DI,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-61.14,14.59,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,DJ,FALSE,2005,5,BANDING,Mark-Recapture,OBS,,,,,,,,,,,30,,,,30,,,,,,ATL,-67.6,10.7,1
CHMY,Green,8Z75DBBC_Troeng_etal_2005_CHMY,EW,FALSE,2005,1,BANDING,Mark-Recapture,OBS,,,,,,,,,,,1,,,,1,,,,,,ATL,-61.75,12.12,1
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,DQ,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,2,,,,,,,2,PAC,129.411,32.765,1
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,EX,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS;WIN,,,8,,,,,8,,,,,8,,,,7,,,,PAC,126.664,33.16,1
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,EY,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,,,,1,PAC,122.204,32.99,1
CHMY,Green,95CLUNAR_Jang_etal_2018_Chmy,EZ,FALSE,2018,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,,,,1,PAC,130.02,35.12,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,AW,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,BRE;FEE;NES,96,,,,96,,,,,,36,,,,36,,,,,,IND,116.093,-20.501,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,AX,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,BRE;FEE;NES,,,,,,,,,,,13,,,,13,,,,,,IND,114.07,-21.8,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,AY,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,BRE;FEE;NES,,,,,,,,,,,11,,,,11,,,,,,IND,122.12,-16.85,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,AZ,FALSE,2021,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE;FEE;NES,,,,,,,,,,,21,,,,21,,,,,,IND,125.097,-14.483,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,BA,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,BRE;FEE;NES,,,,,,,,,,,15,,,,15,,,,,,IND,121.78,-14.06,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,CE,TRUE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,3,,,3,,,,,,,PAC,142.124,-10.388,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,DK,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,2,,,2,,,,,,,IND,123.484,-16.216,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,DK,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,2,,,2,,,,,,,IND,123.136,-15.495,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,DK,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,1,,,1,,,,,,,IND,124.268,-15.902,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,DL,FALSE,2021,5,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,14,,,14,,,,,,,PAC,132.999,-10.028,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,DN,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,PAC,136.031,-14.729,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,DV,FALSE,2021,5,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,40,,,40,,,,,,,IND,116.311,-19.087,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,FA,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,IND,113.402,-25.655,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,FB,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,3,,,3,,,,,,,IND,122.025,-18.151,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,FC,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,6,,,6,,,,,,,IND,126.227,-13.855,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,FD,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;MIG,,,,,,,,,,,1,,,1,,,,,,,IND,129.203,-14.217,1
CHMY,Green,9CEB2PJN_Ferreira_etal_2021_Chmy,FE,FALSE,2021,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,120.631,-9.657,1
CHMY,Green,9P5DMQMT_Kittiwattanawong_etal_2002_Chmy,AC,TRUE,2002,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,2,,2,,2,,,2,,,2,,,,2,,,,,,IND,97.648,8.65,1
CHMY,Green,9P5DMQMT_Kittiwattanawong_etal_2002_Chmy,AC,FALSE,2002,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,2,,,,,2,,,IND,98.416,7.846,1
CHMY,Green,9P5DMQMT_Kittiwattanawong_etal_2002_Chmy,AC,TRUE,2002,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,98.2,9.25,1
CHMY,Green,9P5DMQMT_Kittiwattanawong_etal_2002_Chmy,CW,TRUE,2002,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,IND,92.619,11.411,1
CHMY,Green,9P5DMQMT_Kittiwattanawong_etal_2002_Chmy,DB,FALSE,2002,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,,,1,,,,,1,,,IND,98.4,7.75,1
CHMY,Green,9P5DMQMT_Kittiwattanawong_etal_2002_Chmy,DB,FALSE,2002,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,,,1,,,,,1,,,IND,99.2,7.2,1
CHMY,Green,9URXQNRR_Gredzens_etal_2014_Chmy,CE,FALSE,2014,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,4,,,4,,,,,,,4,,,4,,,,,,,PAC,142.1,-9.57,1
CHMY,Green,9URXQNRR_Gredzens_etal_2014_Chmy,CN,TRUE,2014,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,6,,,6,,,,,,,6,,,5,,,,,1,,PAC,150.25,-22.25,1
CHMY,Green,AA8D24MB_Blanco_etal_2012_Chmy,AL,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,10,,,,10,,,,,,10,,,,10,,,,,,PAC,-85.835,10.392,1
CHMY,Green,AA8D24MB_Blanco_etal_2012_Chmy,AL,TRUE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,4,,,4,,,,,,,PAC,-86,11,1
CHMY,Green,AA8D24MB_Blanco_etal_2012_Chmy,AL,TRUE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,PAC,-85.78,10.69,1
CHMY,Green,AA8D24MB_Blanco_etal_2012_Chmy,CK,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,3,,,3,,,,,,,PAC,-88.24,13.02,1
CHMY,Green,AA8D24MB_Blanco_etal_2012_Chmy,DT,FALSE,2012,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,1,,,1,,,,,,,PAC,-78.54,8.31,1
CHMY,Green,AMV4ES3Z_Chambault_etal_2020_Chmy,BF,FALSE,2020,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;HOM,,,49,,,,,49,,,,,11,,,,,11,,,IND,40.379,-22.348,1
CHMY,Green,AMV4ES3Z_Chambault_etal_2020_Chmy,DW,FALSE,2020,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,OBS,,,,,,,,,,,,,2,,,,,2,,,IND,43.107,-22.544,1
CHMY,Green,AMV4ES3Z_Chambault_etal_2020_Chmy,DX,FALSE,2020,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;HOM,,,,,,,,,,,,,10,,,,,10,,,IND,47.296,-11.564,1
CHMY,Green,AMV4ES3Z_Chambault_etal_2020_Chmy,DY,FALSE,2020,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;HOM,,,,,,,,,,,,,9,,,,,9,,,IND,45.084,-12.966,1
CHMY,Green,AMV4ES3Z_Chambault_etal_2020_Chmy,DZ,FALSE,2020,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;HOM,,,,,,,,,,,,,10,,,,,10,,,IND,55.318,-21.33,1
CHMY,Green,AMV4ES3Z_Chambault_etal_2020_Chmy,FF,FALSE,2020,1,SATELLITE TAG (ARGOS); SATELLITE TAG (GPS),Satellite Telemetry,FEE;HOM,,,,,,,,,,,,,9,,,,,9,,,IND,42.721,-17.072,1
CHMY,Green,B36IUZ6K_Mettler_etal_2020_Chmy,BB,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,BRE,11,,,,11,,,,,,11,,,,11,,,,,,ATL,8.526,3.228,1
CHMY,Green,B36IUZ6K_Mettler_etal_2020_Chmy,DM,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,7,,,7,,,,,,,ATL,-0.093,5.492,1
CHMY,Green,B36IUZ6K_Mettler_etal_2020_Chmy,EA,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;MIG;STO,,,,,,,,,,,6,,,6,,,,,,,ATL,2.891,6.122,1
CHMY,Green,B36IUZ6K_Mettler_etal_2020_Chmy,FG,FALSE,2020,5,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;MIG;STO,,,,,,,,,,,2,,,2,,,,,,,ATL,8.927,-2.595,1
CHMY,Green,B36IUZ6K_Mettler_etal_2020_Chmy,FH,FALSE,2020,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE,,,,,,,,,,,2,,,2,,,,,,,ATL,13.272,-12.1,1
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,BC,FALSE,1994,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES,5,,,,,5,,,,,2,,,,2,,,,,,PAC,-166.157,23.761,1
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,BD,TRUE,1994,1,SATELLITE TAG (ARGOS),Satellite Telemetry,NES;OBS,,,,,,,,,,,3,,,,3,,,,,,PAC,-168.155,-14.546,1
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,DC,FALSE,1994,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,2,,,2,,,,,,,PAC,-157.805,21.459,1
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,EB,FALSE,1994,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,1,,,1,,,,,,,PAC,-179.322,-18.896,1
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,EC,TRUE,1994,1,SATELLITE TAG (ARGOS),Satellite Telemetry,OBS,,,,,,,,,,,2,,,2,,,,,,,PAC,-179.863,-16.485,1
CHMY,Green,C685QQ4A_Senko_etal_2010_Chmy,CS,FALSE,2010,1,RADIO TAG,Acoustic Telemetry,FEE,1,,5,,1,,,5,,,1,,5,1,,,,5,,,PAC,-113.247,26.752,1
CHMY,Green,CQQRWU9I_Fukuoka_etal_2015_Chmy,CZ,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,,,,,,,,,,,2,,,,,,,2,PAC,139.332,34.726,1
CHMY,Green,CQQRWU9I_Fukuoka_etal_2015_Chmy,CZ,FALSE,2015,1,SATELLITE TAG (ARGOS),Satellite Telemetry,FEE;OBS,,,7,,,,,,,7,,,1,,,,,,,1,PAC,135.756,33.462,1
