Species,Common Name,Review ID,Ver.,Type,ID,Method,Site From,Site To,Sites between,#animals,Months start,Months end
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,1000000,Route,2,Telemetry,B,D,,1,JAN,FEB
CHMY,Green,BZBXKR7W_Balazs_etal_1994_Chmy,1000000,Route,3,Telemetry,B,E,,2,DEC,JAN; FEB
CHMY,Green,CQQRWU9I_Fukuoka_etal_2015_Chmy,1000000,Connection,1,Mark-recapture,B,C,,2,AUG; SEP; OCT; NOV; (UNK),(UNK)
CHMY,Green,CQQRWU9I_Fukuoka_etal_2015_Chmy,1000000,Connection,2,Mark-recapture,B,D,,11,AUG; SEP; OCT; NOV; (UNK),(UNK)
CHMY,Green,CQQRWU9I_Fukuoka_etal_2015_Chmy,1000000,Route,3,Telemetry,B,E,,2,SEP,OCT
CHMY,Green,CQQRWU9I_Fukuoka_etal_2015_Chmy,1000000,Route,4,Telemetry,B,F,,1,SEP,NOV
CHMY,Green,CR2RRN6G_Kennett_etal_2004_Chmy,1000000,Connection,1,Telemetry,A,B,,1,DEC,DEC
CHMY,Green,CR2RRN6G_Kennett_etal_2004_Chmy,1000000,Connection,2,Telemetry,A,C,,13,NOV; DEC,NOV; DEC
CHMY,Green,CR2RRN6G_Kennett_etal_2004_Chmy,1000000,Connection,3,Telemetry,A,D,,4,NOV; DEC,NOV; DEC
CHMY,Green,CR2RRN6G_Kennett_etal_2004_Chmy,1000000,Connection,4,Telemetry,A,E,,1,NOV,NOV
CHMY,Green,CR2RRN6G_Kennett_etal_2004_Chmy,1000000,Connection,5,Telemetry,A,F,,1,NOV,NOV
CHMY,Green,CUJU6FWX_Girard_etal_2006_Chmy,1000000,Route,1,Telemetry,B,D,,2,NOV,DEC
CHMY,Green,CUJU6FWX_Girard_etal_2006_Chmy,1000000,Route,2,Telemetry,C,D,,1,NOV,JAN
CHMY,Green,D3L5XMN3_Velez-Rubio_etal_2018_Chmy,2000000,Route,1,Telemetry,A,B,,2,MAY,JUN
CHMY,Green,D3L5XMN3_Velez-Rubio_etal_2018_Chmy,2000000,Route,2,Telemetry,B,A,,2,OCT,OCT
CHMY,Green,D3L5XMN3_Velez-Rubio_etal_2018_Chmy,2000000,Route,3,Telemetry,A,C,,1,JAN,MAR
CHMY,Green,DHFCFT5J_Hatase_etal_2006_Chmy,1000000,Connection,5,Isotope,F,E,,61,,
CHMY,Green,DHFCFT5J_Hatase_etal_2006_Chmy,1000000,Connection,6,Isotope,G,E,,28,,
CHMY,Green,DHFCFT5J_Hatase_etal_2006_Chmy,1000000,Route,1,Telemetry,A,C,,1,AUG,SEP
CHMY,Green,DHFCFT5J_Hatase_etal_2006_Chmy,1000000,Route,2,Telemetry,B,C,,1,AUG,SEP
CHMY,Green,DHFCFT5J_Hatase_etal_2006_Chmy,1000000,Route,3,Telemetry,B,D,,1,AUG,SEP
CHMY,Green,DHFCFT5J_Hatase_etal_2006_Chmy,1000000,Route,4,Telemetry,B,E,,1,AUG,SEP
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,1000000,Connection,1,Mark-recapture,A,E,,1,MAR,MAR
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,1000000,Connection,2,Mark-recapture,D,F,,1,JUN,MAR
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,1000000,Connection,3,Mark-recapture,B,G,,1,APR,FEB
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,1000000,Route,4,Telemetry,H,J,,1,DEC,JAN
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,1000000,Route,5,Telemetry,I,J,,1,NOV,FEB
CHMY,Green,E24VR9UD_Klain_etal_2007_Chmy,1000000,Route,6,Telemetry,H,K,,1,SEP,OCT
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,1000000,Route,1,Telemetry,C,D,,1,MAY,JUN
CHMY,Green,EDRW5RGF_Chambault_etal_2015_Chmy,1000000,Route,2,Telemetry,C,E,,18,APR; MAY; JUN,JUN; JUL; AUG; SEP
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,2,Mark-recapture,D,E,,56,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,3,Mark-recapture,D,F,,17,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,4,Mark-recapture,D,G,,6,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,5,Mark-recapture,D,H,,2,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,6,Mark-recapture,D,I,,1,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,7,Mark-recapture,D,J,,2,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,8,Mark-recapture,D,K,,1,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,9,Mark-recapture,D,L,,1,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,10,Mark-recapture,D,M,,2,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,11,Mark-recapture,D,N,,1,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,12,Mark-recapture,O,E,,10,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,13,Mark-recapture,O,P,,1,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,14,Mark-recapture,Q,E,,24,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Connection,15,Mark-recapture,Q,R,,1,(UNK),(UNK)
CHMY,Green,EQ48D56S_Meylan_etal_2011_Chmy,1000000,Route,1,Telemetry,A,C,,1,AUG,SEP
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,1000000,Connection,1,Telemetry,A,B,,1,(UNK),(UNK)
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,1000000,Connection,2,Telemetry,A,C,,1,(UNK),(UNK)
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,1000000,Connection,3,Telemetry,C,D,,1,(UNK),(UNK)
CHMY,Green,F2M2JPPZ_Weber_etal_2013_Chmy,1000000,Connection,4,Telemetry,D,E,,1,(UNK),(UNK)
CHMY,Green,FDZBYLN2_Mansfield_etal_2021_Chmy,2000000,Route,1,Telemetry,A,B,,21,(UNK),(UNK)
CHMY,Green,FVBIP2AV_Hays_etal_2001_Chmy,1000000,Route,1,Telemetry,A,B,,5,MAY; JUN; JUL,MAY; JUN; JUL; AUG
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,1,Telemetry,A,B,,1,AUG,OCT
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,2,Telemetry,A,C,,1,SEP,SEP
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,3,Telemetry,A,D,,1,AUG,SEP
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,4,Telemetry,A,E,,1,SEP,SEP
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,5,Telemetry,A,F,,1,SEP,OCT
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,6,Telemetry,A,G,,1,OCT,NOV
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,7,Telemetry,A,H,,1,AUG,SEP
CHMY,Green,FVKWFI5F_Cheng_2000_Chmy2,1000000,Route,8,Telemetry,A,I,,1,SEP,OCT
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Connection,4,Mark-recapture,G,F,,2,(UNK),JUN
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Connection,5,Mark-recapture,H,F,,1,(UNK),JUN
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Connection,6,Mark-recapture,I,F,,1,(UNK),JUN
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Connection,7,Mark-recapture,J,F,,5,(UNK),JAN; FEB; JUN
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Connection,8,Mark-recapture,K,F,,3,(UNK),FEB; JUN
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Connection,9,Mark-recapture,L,F,,2,(UNK),FEB
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Route,1,Telemetry,B,C,,1,JUN,JUL
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Route,2,Telemetry,B,D,,1,JUN,AUG
CHMY,Green,H282V6AX_Adnyana_etal_2008_Chmy,1000000,Route,3,Telemetry,B,E,,1,JUN,JUL
CHMY,Green,HASNPCUP_Hays_etal_2021_Chmy,2000000,Route,1,Telemetry,A,B,,2,(UNK),(UNK)
CHMY,Green,HASNPCUP_Hays_etal_2021_Chmy,2000000,Route,2,Telemetry,A,C,,1,(UNK),(UNK)
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,1000000,Route,1,Telemetry,A,B,,3,JUN,OCT
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,1000000,Route,2,Telemetry,A,C,,4,JUN,OCT
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,1000000,Route,3,Telemetry,A,D,,1,JUN,OCT
CHMY,Green,HVQZZTMC_Broderick_etal_2007_Chmy,1000000,Route,4,Telemetry,A,E,,2,JUN,OCT
CHMY,Green,ICQWZR9F_Swimmer_etal_2006_Chmy,1000000,Connection,1,Telemetry,A,B,,1,SEP,OCT
CHMY,Green,IH4QEQ7N_Godley_etal_2010_Chmy,1000000,Connection,3,Genetic,,,A; B; C; D; G; I; J; K; L; P; Q; R; S; T; Z,6,,
CHMY,Green,IH4QEQ7N_Godley_etal_2010_Chmy,1000000,Route,1,Telemetry,A,B,,4,(UNK),(UNK)
CHMY,Green,IH4QEQ7N_Godley_etal_2010_Chmy,1000000,Route,2,Telemetry,A,C,,4,(UNK),(UNK)
CHMY,Green,IN4J22HB_Hays_etal_2001_Chmy,1000000,Connection,1,Telemetry,A,B,,2,FEB,FEB; MAR
CHMY,Green,IN4J22HB_Hays_etal_2001_Chmy,1000000,Connection,2,Telemetry,B,C,,1,MAR,APR
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,1000000,Route,1,Telemetry,A,B,,16,APR; MAY; JUN,JUN; JUL; AUG; SEP; OCT; (UNK)
CHMY,Green,IPG94ZAT_Baudouin_etal_2015_Chmy,1000000,Route,2,Telemetry,B,C,,1,(UNK),(UNK)
CHMY,Green,ISLNBR9N_Hays_etal_1999_Chmy,2000000,Route,1,Telemetry,A,B,,5,(UNK),(UNK)
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,1000000,Route,1,Telemetry,A,B,,2,OCT,MAR; DEC
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,1000000,Route,2,Telemetry,A,C,,4,OCT,JAN; FEB; NOV; DEC
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,1000000,Route,3,Telemetry,A,D,,1,OCT,MAR
CHMY,Green,J64IRA38_Christiansen_etal_2017_Chmy,1000000,Route,4,Telemetry,A,E,,1,OCT,NOV
CHMY,Green,JK5M9R6H_Papi_etal_1995_Chmy,1000000,Route,1,Telemetry,A,B,,1,SEP,OCT
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,1,Telemetry,A,B,,4,AUG,JAN; MAR; NOV; DEC
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,2,Telemetry,A,C,,1,AUG,APR
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,3,Telemetry,A,D,,1,AUG,NOV
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,4,Telemetry,A,E,,1,AUG,APR
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,5,Telemetry,A,F,,1,AUG,JAN
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,6,Telemetry,A,G,,1,AUG,MAY
CHMY,Green,JSVU23EX_Kolinski_etal_2014_Chmy,1000000,Route,7,Telemetry,A,H,,3,AUG,MAR; SEP
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,1000000,Route,1,Telemetry,B,C,,1,SEP,MAR
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,1000000,Route,2,Telemetry,B,D,,1,SEP,DEC
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,1000000,Route,3,Telemetry,B,E,,1,SEP,FEB
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,1000000,Route,4,Telemetry,B,F,,1,SEP,DEC
CHMY,Green,KBJEDA38_Parker_etal_2015_Chmy,1000000,Route,5,Telemetry,B,G,,1,SEP,AUG
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,1000000,Route,1,Telemetry,B,C,,1,APR,MAY
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,1000000,Route,2,Telemetry,B,D,,1,JUL,AUG
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,1000000,Route,3,Telemetry,B,E,,1,AUG,SEP
CHMY,Green,M2B4TXP2_Garnier_etal_2012_Chmy,1000000,Route,4,Telemetry,B,F,,1,MAY,JUN
CHMY,Green,MBFKPQ38_Esteban_etal_2015_Chmy,2000000,Route,1,Telemetry,A,B,,1,SEP,(UNK)
CHMY,Green,N6BXA3PY_Levy_etal_2017_chmy,2000000,Route,1,Telemetry,A,B,,2,JUN,JUL
CHMY,Green,N6BXA3PY_Levy_etal_2017_chmy,2000000,Route,2,Telemetry,A,C,,2,JUL; AUG,(UNK)
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,1000000,Route,1,Telemetry,B,C,,1,JAN,FEB
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,1000000,Route,2,Telemetry,B,D,,3,JAN; DEC,JAN; FEB
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,1000000,Route,3,Telemetry,B,E,,1,JAN,MAR
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,1000000,Route,4,Telemetry,B,F,,1,DEC,JAN
CHMY,Green,N7A464TT_Craig_etal_2004_Chmy,1000000,Route,5,Telemetry,B,G,,1,JAN,FEB
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,1000000,Route,1,Telemetry,A,C,,1,OCT,DEC
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,1000000,Route,2,Telemetry,A,E,,1,SEP,OCT
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,1000000,Route,3,Telemetry,A,F,,1,OCT,NOV
CHMY,Green,P3RIMDBZ_Becking_etal_2016_Chmy,1000000,Route,4,Telemetry,B,D,,1,JUL,NOV
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,1000000,Connection,4,Genetic,,,C; D; E,20,,
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,1000000,Connection,5,Genetic,,,A; B,14,,
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,1000000,Route,1,Telemetry,A,B,,2,SEP,SEP; OCT
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,1000000,Route,2,Telemetry,A,C,,1,OCT,OCT
CHMY,Green,P8GEJRWQ_Bourjea_etal_2015_Chmy,1000000,Route,3,Telemetry,A,D,,1,AUG,SEP
CHMY,Green,PISNU2C5_Godley_etal_2003_Chmy,1000000,Route,1,Telemetry,A,B,,1,JUL,JUL
CHMY,Green,PISNU2C5_Godley_etal_2003_Chmy,1000000,Route,2,Telemetry,A,C,,1,APR,APR
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,1000000,Route,1,Telemetry,A,B,,1,AUG,AUG
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,1000000,Route,2,Telemetry,A,C,,5,JUL,JUL; AUG
CHMY,Green,PW7NPFTV_Godley_etal_2002_Chmy,1000000,Route,3,Telemetry,C,D,,5,JUL; AUG,JUL; AUG
CHMY,Green,Q2E9R5RS_Waayers_etal_2011_Chmy,1000000,Route,1,Telemetry,A,B,,10,FEB; DEC,FEB; DEC
CHMY,Green,QP99JZBA_Enstipp_etal_2016_Chmy,1000000,Connection,1,Mark-recapture,C,B,,1,JUL,JUL
CHMY,Green,QSW23ZTJ_Hays_etal_2001_Chmy,1000000,Route,1,Telemetry,A,B,,12,MAY; JUN; (UNK),(UNK)
CHMY,Green,RA4TMJME_Whiting_etal_2008_Chmy,1000000,Route,1,Telemetry,A,B,,6,FEB; MAR,FEB; MAR; APR
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,1,Telemetry,A,B,,7,(UNK),(UNK)
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,2,Telemetry,A,C,,3,(UNK),(UNK)
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,3,Telemetry,A,D,,6,(UNK),(UNK)
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,4,Telemetry,A,E,,7,(UNK),(UNK)
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,5,Telemetry,A,F,,1,(UNK),(UNK)
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,6,Telemetry,A,G,,2,(UNK),(UNK)
CHMY,Green,RDUCUS8W_Bradshaw_etal_2017_CHMY,2000000,Route,7,Telemetry,A,H,,2,(UNK),(UNK)
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,2000000,Route,1,Telemetry,A,B,,5,(UNK),(UNK)
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,2000000,Route,2,Telemetry,C,D,,2,(UNK),(UNK)
CHMY,Green,RDUSPBLB_Arai_2004_Chmy,2000000,Route,3,Telemetry,C,E,,4,(UNK),(UNK)
CHMY,Green,RU8Z4BMU_Rees_etal_2008_Chmy,1000000,Route,1,Telemetry,A,B,,1,JUL,AUG
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,2000000,Route,1,Telemetry,A,B,,10,(UNK),(UNK)
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,2000000,Route,2,Telemetry,B,A,,10,(UNK),(UNK)
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,2000000,Route,3,Telemetry,A,C,,2,(UNK),(UNK)
CHMY,Green,SKJGR6CU_Sloan_etal_2022_Chmy,2000000,Route,4,Telemetry,A,D,,1,AUG,(UNK)
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,1000000,Connection,1,Telemetry,B,A,,1,AUG,SEP
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,1000000,Route,2,Telemetry,A,C,,1,SEP,(UNK)
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,1000000,Route,3,Telemetry,A,D,,1,SEP,(UNK)
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,1000000,Route,4,Telemetry,A,E,,1,SEP,(UNK)
CHMY,Green,T38QA2PW_Liew_etal_1995_Chmy,1000000,Route,5,Telemetry,A,F,,1,SEP,OCT
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,1000000,Connection,2,Genetic,,,A; B,Unk,,
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,1000000,Connection,3,Genetic,,,A; C,Unk,,
CHMY,Green,THF2HFF4_Nichols_2003_Chmy,1000000,Route,1,Telemetry,A,B,,3,(UNK),(UNK)
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,2000000,Route,1,Telemetry,A,B,,4,(UNK),(UNK)
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,2000000,Route,2,Telemetry,B,C,,3,(UNK),(UNK)
CHMY,Green,U4CPAKEV_Mettler_etal_2019_Chmy,2000000,Route,3,Telemetry,A,C,,2,(UNK),(UNK)
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,2000000,Route,1,Telemetry,A,B,,5,JUL; AUG,(UNK)
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,2000000,Route,2,Telemetry,A,C,,12,JAN; JUL; NOV; DEC,(UNK)
CHMY,Green,U7R5BHGZ_Beal_etal_2022_Chmy,2000000,Route,3,Telemetry,A,D,,1,FEB,(UNK)
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,1000000,Route,1,Telemetry,A,B,,1,AUG,AUG
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,1000000,Route,2,Telemetry,A,C,,1,SEP,SEP
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,1000000,Route,3,Telemetry,C,D,,1,JAN,FEB
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,1000000,Route,4,Telemetry,A,E,,1,AUG,AUG
CHMY,Green,UMGA5STX_Attum_etal_2014_Chmy,1000000,Route,5,Telemetry,A,F,,1,JUL,SEP
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,2000000,Route,1,Telemetry,A,B,,5,JUL,(UNK)
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,2000000,Route,2,Telemetry,B,C,,1,(UNK),(UNK)
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,2000000,Route,3,Telemetry,B,E,,1,(UNK),(UNK)
CHMY,Green,UR36R563_Snape_etal_2022_Chmy,2000000,Route,4,Telemetry,A,D,,14,JUL; AUG,(UNK)
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Connection,3,Telemetry,A,H,,1,OCT,OCT
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,1,Telemetry,A,F,,1,JUN,JUN
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,2,Telemetry,A,G,,1,SEP,SEP
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,4,Telemetry,I,J,,1,MAY,JUN
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,5,Telemetry,C,D,,1,JUN,JUN
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,6,Telemetry,B,E,,2,JUN; JUL,AUG; SEP
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,7,Telemetry,B,K,,6,MAY; JUL; AUG,MAY; JUN; AUG; SEP
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,8,Telemetry,K,I,,1,MAY,JUN
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,9,Telemetry,K,L,,2,JUN; JUL,JUL
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,10,Telemetry,K,E,,1,JUN,JUN
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,11,Telemetry,B,M,,2,MAY; JUL,JUN; AUG
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,12,Telemetry,B,I,,1,NOV,DEC
CHMY,Green,USIFFJZZ_Ng_etal_2018_Chmy,2000000,Route,13,Telemetry,B,N,,1,NOV,MAR
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,1000000,Route,1,Telemetry,A,E,,1,MAR,MAY
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,1000000,Route,2,Telemetry,A,F,,1,OCT,MAR
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,1000000,Route,3,Telemetry,A,G,,2,AUG; DEC,JAN; DEC
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,1000000,Route,4,Telemetry,D,G,,1,APR,APR
CHMY,Green,UX2A229E_Pelletier_etal_2003_Chmy,1000000,Route,5,Telemetry,C,H,,1,MAY,JUL
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,1000000,Route,1,Telemetry,A,B,,1,JUN,JUN
CHMY,Green,VBP7TIFZ_Snoddy_and_Williard_2010_Chmy,1000000,Route,2,Telemetry,A,C,,1,OCT,NOV
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,1000000,Route,1,Telemetry,A,B,,2,AUG,SEP
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,1000000,Route,2,Telemetry,A,C,,2,AUG,SEP
CHMY,Green,VMWG3NVP_Cheng_and_Wang_2009_Chmy,1000000,Route,3,Telemetry,A,D,,2,AUG,SEP
CHMY,Green,WVZHZNDW_Yasuda_and_Arai_2005_Chmy,1000000,Route,1,Telemetry,A,B,,1,JAN,JAN
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,1000000,Route,1,Telemetry,A,E,,1,AUG,OCT
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,1000000,Route,2,Telemetry,C,F,,1,SEP,OCT
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,1000000,Route,3,Telemetry,A,G,,1,AUG,SEP
CHMY,Green,WXBJ52P2_van_de_Merwe_etal_2009_Chmy,1000000,Route,4,Telemetry,D,H,,1,SEP,SEP
CHMY,Green,ZMN7IRSJ_Hays_etal_2002_Chmy,2000000,Route,1,Telemetry,A,B,,1,(UNK),AUG
CHMY,Green,ZMN7IRSJ_Hays_etal_2002_Chmy,2000000,Route,2,Telemetry,B,C,,1,AUG,AUG
CHMY,Green,ZMN7IRSJ_Hays_etal_2002_Chmy,2000000,Route,3,Telemetry,A,C,,4,(UNK),(UNK)
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,1000000,Route,1,Telemetry,A,B,,1,JUL,OCT
CHMY,Green,ZRF85WW9_Turkecan_and_Yerli_2011_Chmy,1000000,Route,2,Telemetry,A,C,,1,JUL,JUL
